LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofMatl_CompShg,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating_GasA,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt_gt_1990,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,SalePrice,Condition_Artery,Condition_Feedr,Condition_Norm,Condition_PosA,Condition_PosN,Condition_RRAe,Condition_RRAn,Condition_RRNe,Condition_RRNn,Exterior_AsbShng,Exterior_AsphShn,Exterior_BrkComm,Exterior_BrkFace,Exterior_CBlock,Exterior_CemntBd,Exterior_HdBoard,Exterior_ImStucc,Exterior_MetalSd,Exterior_Plywood,Exterior_Stone,Exterior_Stucco,Exterior_VinylSd,Exterior_Wd Sdng,Exterior_WdShing,MSSubClass_120,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Hip,RoofStyle_Other,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_Other,Foundation_PConc
0.2697986900111601,-0.3004363189824627,-0.7283258817362217,0.2859332364116105,-0.5496932381858257,-0.2284432565778522,0.7426401515176618,-0.5705258033992298,1.159069562208785,0.9600901466322794,1,0.5854025653109064,1.1968309329201037,-0.26622929176742877,0.6488904513827318,0.13551621419785434,-0.5766617191130996,1.1323713653735088,0.6192362370873846,-0.29785988517834844,-0.30525231242151385,-0.8952368763618491,-0.4450927234099337,1,0.9272059555058206,1,0.27565375132425973,-0.8087648145487798,1.182592134174493,-0.11337577887425083,0.4377140158872048,1.1063939423339688,0,0.8588841753871709,1.2196525801773095,0.16829547023557456,-0.19796535909297314,0.8563556350591232,0.9817945477363178,0.24555424899295789,-0.9730087211157538,-1.0305728305334452,0.7360143370518171,1,0.32679572216733593,0.37773330205609734,0.42856186545613123,0.23532511402110023,0.23908036798992618,0.2645412479527967,-0.7702004875939167,0.2971131194686407,-0.34846202525421494,-0.11583746808944437,-0.2778836078974225,-0.05170391429937702,-0.04517355136446693,-0.4867484476616207,-0.09263897671876223,208500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
0.7013322339426352,-0.09904879772777184,-0.7283258817362217,0.2859332364116105,3.160736119568498,-0.2284432565778522,-0.0135518275824393,2.108464925605847,0.18399881430339887,-0.3880987012717157,1,-0.5760993352537178,-0.6556840755942321,-0.26622929176742877,0.6488904513827318,0.13551621419785434,2.250078303713632,0.6461357194493704,1.2854695413818982,-0.29785988517834844,-0.30525231242151385,-0.5790156790085984,0.5710855935530028,1,0.9272059555058206,1,0.27565375132425973,0.33173795669836936,-0.7870803515213564,-0.11337577887425083,-0.455599292988634,-0.8660272072582184,1,0.8588841753871709,-0.7732204498049415,0.16829547023557456,-0.19796535909297314,-0.7338155608243737,-0.2848906722333128,0.24555424899295789,0.573825656042624,0.6616085508427071,0.7360143370518171,0,0.32679572216733593,0.37773330205609734,-0.016077238706431803,0.23532511402110023,0.23908036798992618,0.2645412479527967,1.5432809314900056,-0.6995004661902497,-0.34846202525421494,-0.11583746808944437,-0.2778836078974225,-0.05170391429937702,-0.04517355136446693,-0.4867484476616207,-0.09263897671876223,181500,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0.3561053987974551,0.18989851537678465,1.0196562344307103,0.2859332364116105,-0.5496932381858257,-0.2284432565778522,0.7426401515176618,-0.5705258033992298,1.0868420994009786,0.9101572263395389,1,0.3839175417435736,1.1968309329201037,-0.26622929176742877,0.6488904513827318,0.13551621419785434,0.3655849551624775,1.1323713653735088,0.08037106449623395,-0.29785988517834844,-0.30525231242151385,-0.22503672674749675,-0.28490697886405214,1,0.9272059555058206,1,0.27565375132425973,-0.6289811264704115,1.2102690309290014,-0.11337577887425083,0.5892582379286417,1.1063939423339688,0,0.8588841753871709,1.2196525801773095,0.16829547023557456,-0.19796535909297314,0.8563556350591232,-0.2848906722333128,0.24555424899295789,0.573825656042624,0.6616085508427071,0.7360143370518171,1,0.32679572216733593,0.37773330205609734,0.7317248910215151,0.23532511402110023,0.23908036798992618,0.2645412479527967,-0.7702004875939167,-0.013307505572653056,-0.34846202525421494,-0.11583746808944437,-0.2778836078974225,-0.05170391429937702,-0.04517355136446693,-0.4867484476616207,-0.09263897671876223,223500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
0.8164078456576953,0.7170084623129755,1.0196562344307103,0.2859332364116105,3.160736119568498,-0.2284432565778522,1.498832130617763,-0.5705258033992298,1.0507283679970756,0.8102913857540578,1,1.4980112014688254,1.1968309329201037,-0.26622929176742877,0.6488904513827318,0.13551621419785434,1.3078316294380548,1.1323713653735088,0.49431749253216334,-0.29785988517834844,-0.30525231242151385,-0.09288458457001884,0.278246029305063,1,0.9272059555058206,1,0.27565375132425973,0.0030709019301022457,1.6415673386867575,-0.11337577887425083,1.410787441626958,1.1063939423339688,0,0.8588841753871709,1.2196525801773095,1.4459672034525888,-0.19796535909297314,0.8563556350591232,1.615137157721133,0.24555424899295789,0.573825656042624,0.6616085508427071,0.7360143370518171,1,0.32679572216733593,1.79709480069113,1.8837443881699738,0.23532511402110023,0.23908036798992618,0.2645412479527967,0.7203647220172009,0.6728854550449437,-0.34846202525421494,-0.11583746808944437,-0.2778836078974225,-0.05170391429937702,-0.04517355136446693,-0.4867484476616207,-0.09263897671876223,250000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
0.8451767485864603,0.6916161226765145,1.0196562344307103,0.2859332364116105,-0.5496932381858257,-0.2284432565778522,-0.7697438066825404,-0.5705258033992298,0.7979322481697532,0.560626784290355,1,-0.5760993352537178,-0.6556840755942321,-0.26622929176742877,0.6488904513827318,0.13551621419785434,-0.5766617191130996,1.1323713653735088,0.6829203029390661,-0.29785988517834844,-0.30525231242151385,-1.0981848089915474,-0.5952668589216977,1,0.9272059555058206,1,0.27565375132425973,-0.9773120221222501,0.5183466120662908,-0.11337577887425083,-0.25619900082884856,1.1063939423339688,0,-0.9987025295199661,1.2196525801773095,-2.3870479961984534,-0.19796535909297314,-0.7338155608243737,-0.9182332822181282,0.24555424899295789,-0.9730087211157538,-1.0305728305334452,0.7360143370518171,1,-0.816477086418078,0.37773330205609734,0.08497710314869615,0.23532511402110023,0.23908036798992618,0.2645412479527967,-0.4596660689249338,-0.2093626371776807,-0.34846202525421494,10.399637011855235,-0.2778836078974225,-0.05170391429937702,-0.04517355136446693,1.9455408102057017,1.1482658348844108,143000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0.5574877192988102,-0.01429091921710194,-0.7283258817362217,0.2859332364116105,-0.5496932381858257,-0.2284432565778522,1.498832130617763,-0.5705258033992298,1.1951832936126883,1.0599559872177606,1,0.5261422642616909,1.1968309329201037,-0.26622929176742877,1.81313762781863,0.13551621419785434,1.3078316294380548,1.1323713653735088,2.2431799163052615,-0.29785988517834844,-0.30525231242151385,-0.501140309511156,1.6323161511694686,1,0.9272059555058206,1,0.27565375132425973,1.5452778512273557,-0.7870803515213564,-0.11337577887425083,0.4058099691416392,1.1063939423339688,0,0.8588841753871709,-0.7732204498049415,0.16829547023557456,-0.19796535909297314,0.8563556350591232,0.3484519377515025,0.24555424899295789,0.573825656042624,1.2256690113014248,0.7360143370518171,1,0.32679572216733593,0.37773330205609734,0.8732009696186942,0.23532511402110023,0.23908036798992618,0.2645412479527967,1.209456431420849,0.23176140893363148,-0.34846202525421494,-0.11583746808944437,-0.2778836078974225,-0.05170391429937702,-0.04517355136446693,-0.4867484476616207,-0.09263897671876223,307000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
-1.6001800003585658,0.03789471672541796,1.0196562344307103,0.2859332364116105,0.6871165477322823,-0.2284432565778522,0.7426401515176618,0.3224711062691293,0.07565762009168928,-0.5378974621499374,1,0.8461478899274547,-0.6556840755942321,-0.26622929176742877,0.6488904513827318,0.13551621419785434,0.3655849551624775,0.6461357194493704,0.9939924707530485,2.857946746394788,-0.11477896567149459,-0.7394861373669644,0.18313574348094575,1,0.9272059555058206,1,0.27565375132425973,-0.10367566286642896,1.4801187742854585,-0.11337577887425083,1.1954351260943896,1.1063939423339688,0,0.8588841753871709,1.2196525801773095,0.16829547023557456,-0.19796535909297314,-0.7338155608243737,0.3484519377515025,0.24555424899295789,2.120660033201002,0.6616085508427071,0.7360143370518171,0,0.32679572216733593,0.37773330205609734,0.10518797151972174,0.23532511402110023,0.23908036798992618,0.2645412479527967,1.0541892220863576,2.6334367710952202,3.644218904267309,-0.11583746808944437,-0.2778836078974225,-0.05170391429937702,-0.04517355136446693,-0.4867484476616207,0.5278134290828244,200000,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
-0.16173485392031514,-0.48080949019318586,-0.7283258817362217,0.2859332364116105,0.6871165477322823,-0.2284432565778522,-0.7697438066825404,0.3224711062691293,-1.1522092476410193,-1.6863546288829703,1,-0.5760993352537178,-0.6556840755942321,-0.26622929176742877,-0.5153567250531662,0.13551621419785434,-0.5766617191130996,1.1323713653735088,0.9743973735679158,-0.29785988517834844,-0.30525231242151385,-0.9188354731792558,-0.1072009185084647,1,0.9272059555058206,1,0.27565375132425973,-0.1879492666531641,-0.7870803515213564,-0.11337577887425083,-0.8244898334842371,1.1063939423339688,0,-0.9987025295199661,-0.7732204498049415,-1.1093762629814394,4.823156021537886,-0.7338155608243737,-0.9182332822181282,0.24555424899295789,2.120660033201002,0.6616085508427071,0.7360143370518171,0,0.32679572216733593,-1.0416281965789351,-1.3045200973593132,1.7190699007304093,0.23908036798992618,0.2645412479527967,-0.7702004875939167,-0.6341487556552405,-0.34846202525421494,-0.11583746808944437,-0.2778836078974225,-0.05170391429937702,-0.04517355136446693,-0.4867484476616207,-0.09263897671876223,118000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0.4136432046549851,0.1811425361917981,-0.7283258817362217,0.2859332364116105,-0.5496932381858257,-0.2284432565778522,-0.7697438066825404,-0.5705258033992298,-0.21325223113953626,-0.9373608244918619,1,-0.5760993352537178,-0.6556840755942321,-0.26622929176742877,-0.5153567250531662,0.13551621419785434,-0.5766617191130996,-0.32633557239890654,1.1091136667157036,-0.29785988517834844,-0.30525231242151385,-0.9329946312697,0.01544129215947592,1,0.9272059555058206,1,0.27565375132425973,-0.2918867113234708,-0.7870803515213564,-0.11337577887425083,-0.8982679415833577,1.1063939423339688,0,-0.9987025295199661,-0.7732204498049415,0.16829547023557456,-0.19796535909297314,-0.7338155608243737,-0.9182332822181282,0.24555424899295789,-0.9730087211157538,-1.0305728305334452,-1.367422283050175,0,-0.816477086418078,-1.0416281965789351,-0.40008373775591805,0.23532511402110023,0.23908036798992618,0.2645412479527967,-0.7702004875939167,-0.6995004661902497,-0.34846202525421494,-0.11583746808944437,-0.2778836078974225,-0.05170391429937702,-0.04517355136446693,-0.4867484476616207,-0.09263897671876223,129500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
-1.6001800003585658,0.49075396017292283,2.7676383505976423,0.2859332364116105,-0.5496932381858257,-0.2284432565778522,-0.7697438066825404,0.3224711062691293,-0.32159342535124585,-1.0871595853700835,1,-0.5760993352537178,-0.6556840755942321,-0.26622929176742877,-0.5153567250531662,0.13551621419785434,-0.5766617191130996,0.6461357194493704,0.695167238679774,-0.29785988517834844,-0.30525231242151385,-0.8362403843183321,-0.30493019693228735,1,-1.1527173537293476,1,0.27565375132425973,-0.6514540874802075,-0.7870803515213564,-0.11337577887425083,-1.1535003155478831,1.1063939423339688,0,-0.9987025295199661,-0.7732204498049415,-1.1093762629814394,-0.19796535909297314,-0.7338155608243737,-1.5515758922029435,0.24555424899295789,-0.9730087211157538,-1.0305728305334452,-1.367422283050175,0,-0.816477086418078,-1.0416281965789351,-0.5617706847241227,0.23532511402110023,0.23908036798992618,0.2645412479527967,0.31666997774752326,-0.6995004661902497,-0.34846202525421494,-0.11583746808944437,2.845480439529195,-0.05170391429937702,-0.04517355136446693,-0.4867484476616207,-0.09263897671876223,144000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
